0,0,0,0,0,0
8,9,8,9,10,0
12,13,12,13,14,4
10782516,10782516,10782514,10782516,10782519,10782508
0,0,2,0,-7,-7
0,0,0,0,0,0
2,0,2,1,-7,-7
10782513,3707776,6605111,2127376,6550123,5050065
10,9,8,8,0,0
6,2,2,3,-3,-3
0,0,0,0,0,0
10782515,6137110,3703444,3705607,5052236,4415542
4,2,2,2,-5,-5
6,2,5,3,-3,-3
4,2,3,1,-5,-5
0,0,0,0,0,0
17,18,17,18,9,19
11,10,11,10,1,9
15,14,13,14,5,13
10782520,10782519,10782517,10782518,10782510,10782517
0,0,0,0,0,0
7,8,8,9,0,0
11,12,12,13,3,3
5205977,6108709,5245579,10782518,5045619,5624973
3,2,2,1,-6,-6
0,0,0,0,0,0
3,1,0,1,-6,-6
10782514,4865930,5623425,6107011,5621459,3229291
9,6,7,7,0,0
5,3,3,4,-4,-4
0,0,0,0,0,0
10782514,4394220,6103250,5031173,4162437,4983173
5,3,2,2,-4,-4
7,5,4,3,-2,-2
5,3,1,1,-4,-5
0,0,0,0,0,0
16,17,17,18,8,8
12,8,7,8,1,0
2,7,6,14,0,2
2625779,3451621,4385509,10782519,2922046,1078077
0,0,0,0,0,0
4,1,2,2,-5,-5
8,5,5,5,-1,-1
10782513,6511037,2048665,7271170,5622232,2922054
5,4,8,5,-1,-1
0,0,0,0,0,0
6,6,8,6,-1,-1
6140950,7022887,10782519,4408377,7168304,3702123
8,5,5,6,-2,-2
4,2,1,2,-5,-5
0,0,0,0,0,0
10782513,6605140,6604946,3958902,7008989,4668889
6,4,6,4,-3,-3
8,7,7,7,-1,-1
6,4,6,3,-3,-3
0,0,0,0,-1,-1
13,4,0,3,1,1
15,16,17,16,7,7
13,4,4,1,0,1
0,0,8693244,1,0,-1
0,0,0,0,0,0
3,1,1,2,-6,-6
7,6,5,7,-2,-2
10782512,8239396,6605120,7921657,8507064,8666889
7,8,9,7,0,0
0,0,0,0,0,0
7,8,9,7,0,0
10782351,10782480,10782520,10782438,10782451,10782485
7,6,5,7,-2,-2
3,0,0,2,-7,-6
0,0,0,0,0,0
10782512,5500493,3708085,2099572,2608220,5624785
7,6,5,5,-2,-2
9,8,7,7,0,0
7,5,5,4,-2,-2
83128,0,0,0,-1,-1
12,11,10,12,2,2
16,17,18,16,8,8
12,11,10,12,2,2
10782523,3708116,5625279,4303053,2918011,4852246
0,0,0,0,0,0
2,1,0,1,-7,-7
4,4,3,6,-3,-3
5597258,2711759,6953736,10782511,6140429,5439088
8,9,9,8,10,0
0,0,0,0,0,0
8,9,9,8,10,0
10782519,10782519,10782520,10782518,10782521,10782511
4,4,4,6,-3,-3
2,1,0,0,-7,-7
0,0,0,0,0,0
10782511,6412409,2680666,4415530,5949750,4017488
5,5,4,6,-3,-3
7,6,6,8,-1,-1
6,4,3,3,-3,-3
0,0,0,0,0,0
11,10,10,11,1,9
17,18,18,17,9,19
11,10,10,11,1,9
10782522,10782519,10782517,10782510,10782512,10782517
0,0,0,0,0,0
7,9,7,8,0,0
11,13,11,12,3,3
10782514,10782518,10782511,10782512,10782506,10782507
2,0,3,0,-6,-6
0,0,0,0,0,0
3,1,3,2,-6,-6
8556804,8026895,10782514,7398847,9030233,7003846
11,9,9,10,1,1
7,5,5,6,-2,-2
0,0,0,0,0,0
10782516,9454743,8019643,8562125,8314376,8520612
5,3,5,4,-4,-4
7,5,7,6,-2,-2
5,3,5,4,-4,-4
0,0,0,0,0,0
16,18,16,17,8,8
12,10,12,11,2,2
16,14,14,15,6,6
10782521,10782519,10782521,10782516,10782511,10782510
0,0,0,0,0,0
6,8,7,8,-1,-1
10,12,11,12,2,2
8041746,7396254,8503859,10782517,7737182,7736763
4,2,3,2,-5,-5
0,0,0,0,0,0
4,2,3,2,-5,-5
10782515,9926590,9825040,8289463,9325948,10155485
10,8,9,10,0,0
6,4,5,6,-3,-3
0,0,0,0,0,0
10782515,7922489,10030622,8886319,7022877,7737180
6,4,5,4,-3,-3
8,6,7,6,-1,-1
6,4,5,4,-3,-3
0,0,0,0,-1,-1
15,17,16,17,7,7
13,11,12,11,3,3
15,13,12,14,5,5
10782522,5987469,2922071,5052253,6140775,6140909
0,0,0,0,0,0
5,3,3,4,-4,-4
9,7,7,8,0,0
10782514,9643018,7460266,8982480,7737110,8562143
5,7,7,5,-2,-2
0,0,0,0,0,0
5,7,7,6,-2,-2
5624801,6128493,10782518,6986964,5051624,4369361
9,7,7,8,0,0
5,3,3,4,-4,-4
0,0,0,0,0,0
10782514,9570185,7737213,9163833,7323719,8436691
7,4,6,6,-2,-2
9,7,9,8,0,0
7,5,7,6,-2,-2
0,0,1457914,0,-1,-1
14,12,12,13,4,4
14,16,16,15,6,6
14,12,12,13,4,4
5625282,1895419,10782523,7249833,4415549,7895090
0,0,0,0,0,0
4,2,2,4,-5,-5
8,6,6,8,-1,-1
10782513,9826214,10580429,10325412,10259068,9822336
6,8,8,6,-1,-1
0,0,0,0,0,0
6,8,8,6,-1,-1
10782391,10782519,10782469,10782315,10782428,10782416
8,6,6,8,-1,-1
4,2,2,4,-5,-5
0,0,0,0,0,0
10782513,8022985,9285841,9922305,10296480,9602684
8,6,6,6,-1,-1
10,8,8,8,0,0
8,6,6,6,-1,-1
9369192,0,0,157010,864254,-1
13,11,11,13,3,3
15,17,17,15,7,7
13,11,11,13,3,3
10782524,10782522,10782522,10782521,10782514,10782514
0,0,0,0,0,0
3,1,2,3,-6,-6
3,4,4,7,-2,-2
7398777,5582252,7353343,10782512,3384580,4291405
7,9,8,7,0,0
0,0,0,0,0,0
7,9,8,7,0,0
10274647,10782520,10157606,10371144,10371136,10087041
6,4,5,7,-2,-2
3,1,2,3,-6,-6
0,0,0,0,0,0
8524000,6600866,6140985,10782512,1078245,6140986
6,4,5,7,-2,-2
6,5,8,9,0,0
7,5,6,7,-2,-2
469616,0,0,0,-1,-1
12,10,11,12,2,2
16,18,17,16,8,8
12,10,11,12,2,2
10782515,10782521,10782519,10782523,10782510,10782511
0,0,0,0,0,0
6,8,6,7,-1,-1
10,12,10,11,2,2
10782395,10782517,10782431,10782511,10782497,10782501
2,2,4,3,-5,-5
0,0,0,0,0,0
2,2,4,3,-5,-5
9290250,8562141,10782515,9717575,10008390,8765070
12,10,10,11,2,2
8,6,6,7,-1,-1
0,0,0,0,0,0
10782517,10782513,10782514,10782513,10782498,10782494
4,4,6,5,-3,-3
6,6,8,7,-1,-1
4,4,6,5,-3,-3
0,0,0,0,0,0
15,17,15,16,7,7
11,11,13,12,3,3
17,15,15,16,7,7
10782520,10782520,10782522,10782521,10782512,10782512
0,0,0,0,0,0
5,7,5,7,-2,-2
9,11,9,11,1,1
10782334,10782472,10782471,10782516,10782174,10782178
3,3,5,3,-4,-4
0,0,0,0,0,0
3,3,5,3,-4,-4
10564007,10692968,10782516,10694176,10713577,10688392
9,9,9,11,1,1
5,5,5,7,-2,-2
0,0,0,0,0,0
10782414,10782496,10782510,10782516,10782463,10782492
5,5,7,5,-2,-2
7,7,9,7,0,0
5,5,7,5,-2,-2
0,0,701154,0,-1,-1
14,16,14,16,6,6
12,12,14,12,4,4
14,14,14,16,6,6
10782521,10782521,10782523,10782521,10782513,10782513
0,0,0,0,0,0
4,4,4,6,-3,-3
8,8,8,10,0,0
10782393,10781530,10781999,10782515,10781442,10782453
4,6,6,4,-3,-3
0,0,0,0,0,0
4,6,6,4,-3,-3
10776468,10778980,10782517,10780093,10766453,10780596
8,8,8,10,0,0
4,4,4,6,-3,-3
0,0,0,0,0,0
10782215,10781137,10782154,10782515,10781753,10782254
6,6,8,6,-1,-1
8,8,10,8,0,0
6,6,8,6,-1,-1
0,23327,8829408,0,-1,-1
13,13,13,15,5,5
13,15,15,13,5,5
13,13,13,15,5,5
10782522,10782522,10782524,10782522,10782514,10782514
0,0,0,0,0,0
3,3,3,5,-4,-4
7,7,7,9,0,0
10732472,10769911,10770915,10782514,10770638,10775680
5,7,7,5,-2,-2
0,0,0,0,0,0
5,7,7,5,-2,-2
10782426,10782518,10781502,10781970,10781349,10780616
7,7,7,9,0,0
3,3,3,5,-4,-4
0,0,0,0,0,0
10754832,10765857,10747499,10782514,10769812,10772869
9,7,7,7,0,0
11,9,9,9,1,1
9,7,7,7,0,0
10760187,7936147,9081108,7087819,8846357,9674425
12,12,12,14,4,4
14,16,16,14,6,6
12,12,12,14,4,4
10782525,10782523,10782523,10782523,10782515,10782515
0,0,0,0,0,0
2,2,2,4,-5,-5
5,6,7,8,-1,-1
8311665,9163117,8562450,10782513,5625263,7423530
6,8,7,6,-1,-1
0,0,0,0,0,0
6,8,7,6,-1,-1
8369087,10782519,9325010,9602706,8568267,9812824
6,6,7,8,-1,-1
2,2,3,4,-5,-5
0,0,0,0,0,0
6093962,3701301,5623269,10782513,3306781,5085239
7,6,7,8,-1,-1
10,8,8,9,0,0
7,5,6,8,-1,-1
2126554,0,748005,10273863,1528765,254977
11,10,11,13,3,3
15,17,16,15,7,7
10,10,11,13,2,2
7508004,3719740,8440182,10782524,7168167,7797189
0,0,0,0,0,0
5,7,5,6,-2,-2
9,11,10,10,1,1
9283629,10782516,5625273,7398776,8317495,7610178
1,3,2,2,-6,-6
0,0,0,0,0,0
1,3,2,2,-6,-6
7339709,10782514,7741213,9261156,8041734,7022116
13,11,12,12,3,3
9,7,8,8,0,0
0,0,0,0,0,0
10782518,10782512,10782515,10782508,10782506,10782508
3,5,4,4,-4,-4
5,7,6,6,-2,-2
3,5,4,4,-4,-4
0,0,0,0,0,0
14,16,15,15,6,6
10,12,11,11,2,2
18,16,17,17,8,8
10782516,10782521,10782520,10782514,10782511,10782511
0,0,0,0,0,0
4,6,4,5,-3,-3
8,10,8,9,0,0
7398289,10782515,5625273,8387861,8314225,6605086
2,4,4,3,-5,-5
0,0,0,0,0,0
2,4,4,3,-5,-5
3043255,10782515,3708108,5193147,3708102,5613185
8,10,8,9,0,0
4,6,4,5,-3,-3
0,0,0,0,0,0
6969480,10782515,5625258,7397353,3707386,4415533
4,6,6,5,-3,-3
6,8,8,7,-1,-1
4,6,6,5,-3,-3
0,0,0,0,-1,-1
9,15,12,12,3,5
7,12,13,11,3,2
11,15,13,14,5,5
2394739,10782522,5601651,4938764,3286531,4402631
0,0,0,0,0,0
3,5,4,5,-4,-4
7,9,8,9,0,0
7723078,10782514,8951679,7019851,8186072,8984284
3,5,4,3,-4,-4
0,0,0,0,0,0
3,5,4,3,-4,-4
9663884,10782516,9780894,8803291,8781858,8041734
7,9,8,9,0,0
2,5,3,4,-4,-4
0,0,0,0,0,0
9650855,10782514,9477456,9732652,9385927,9927727
5,7,6,5,-2,-2
7,9,8,7,0,0
5,7,6,5,-2,-2
0,789208,0,0,-1,-1
1,14,11,8,3,2
10,14,13,12,4,4
8,11,11,14,4,3
1613475,10782523,2922069,3485373,4415435,4304483
0,0,0,0,0,0
2,4,2,3,-5,-5
6,8,6,7,-1,-1
9162903,10782513,9473585,8315799,9024096,8984285
4,6,6,5,-3,-3
0,0,0,0,0,0
4,6,6,5,-3,-3
8918111,10782517,7740961,8038159,4415544,9819008
6,8,6,7,-1,-1
2,4,2,3,-5,-5
0,0,0,0,0,0
10337457,10782513,10186097,9922381,10271056,10159119
10,8,8,9,0,0
12,10,10,11,2,2
10,8,8,9,0,0
10782023,10732310,10741420,10738311,10752988,10745385
11,13,11,12,3,3
13,15,15,14,5,5
11,13,11,12,3,3
10782526,10782524,10782524,10782525,10782516,10782516
0,0,0,0,0,0
1,2,2,3,-6,-6
3,7,5,7,-2,-2
4359521,10782512,6592413,3691248,2922054,5621495
5,7,6,5,-2,-2
0,0,0,0,0,0
5,7,6,5,-2,-2
7852066,10782518,9292344,6916671,6604734,8315050
5,7,6,7,-2,-2
0,3,1,0,-6,-6
0,0,0,0,0,0
5356962,5052240,8040989,10782512,3708099,3708081
8,5,7,9,0,0
11,9,10,11,1,1
9,6,8,9,0,0
9828698,8962102,10019532,10769300,9973874,9528736
7,5,6,12,0,0
14,16,15,13,6,5
8,11,9,12,1,0
10341645,10286470,10532288,10782525,10478295,10558919
0,0,0,0,0,0
4,6,3,3,-3,-3
8,10,7,7,-1,0
2922063,10782515,3707957,5551304,4415503,5595387
0,2,0,1,-7,-7
0,0,0,0,0,0
0,2,0,0,-7,-7
5933125,10782513,3704965,6228796,5619352,4391191
13,12,13,13,14,4
9,8,9,9,10,0
0,0,0,0,0,0
10782518,10782514,10782518,10782517,10782519,10782508
2,4,1,1,-5,-5
3,6,3,5,-4,-3
2,4,2,1,-5,-5
0,0,0,0,0,0
14,15,14,14,5,13
10,11,10,10,1,9
18,17,18,18,9,19
10782519,10782520,10782517,10782519,10782510,10782518
0,0,0,0,0,0
4,5,3,4,-4,-4
6,9,6,7,0,0
6603197,10782514,4991533,6090069,5625216,7022707
-1,3,2,1,-6,-6
0,0,0,0,0,0
1,3,3,2,-6,-6
4948433,2,10782514,4692791,6523928,5927250
7,9,7,6,-1,-1
4,5,3,4,-4,-4
0,0,0,0,0,0
6056520,4415551,10782512,6511675,5049014,7444904
3,5,4,3,-4,-5
5,7,6,5,-2,-2
2,5,4,3,-4,-4
0,0,0,0,-1,-1
0,14,-1,-1,-1,-1
0,11,0,-1,-2,-2
0,14,0,0,-1,-2
-1,6567953,-1,-1,-3,-2
0,0,0,0,0,0
2,4,1,3,-5,-5
6,8,7,5,-2,-3
3708107,10782513,6617804,6139432,5048932,1078246
1,4,1,1,-5,-5
0,0,0,0,0,0
1,4,1,2,-5,-5
6948154,10782515,8562386,5625272,7864076,4415542
5,8,6,6,-1,-1
1,1,1,4,-6,-5
0,0,0,0,0,0
9169706,10782513,8878630,8535449,8310535,8959498
2,6,4,3,-3,-3
6,8,6,5,-1,-1
5,6,4,3,-4,-3
0,0,0,0,-1,-1
0,-1,-1,7,-2,-3
-1,13,0,-1,-2,-2
-1,12,-1,-1,-2,-2
-1,5624362,-1,0,-2,-2
0,0,0,0,0,0
2,3,1,2,-6,-6
6,7,5,6,-2,-2
7258453,10782512,5755788,6929327,6568202,7015098
3,5,4,4,-4,-4
0,0,0,0,0,0
2,5,3,1,-4,-4
5625216,10782516,4289330,4415520,4191952,6496182
4,7,3,5,-2,-2
2,3,1,2,-6,-6
0,0,0,0,0,0
6227300,10782512,6402355,9463646,7649349,8027593
10,9,9,10,11,1
12,11,11,12,13,3
10,9,9,10,11,1
10781703,10781509,10781714,10781855,10782507,10781814
11,12,10,11,2,10
13,14,14,13,4,12
11,12,10,11,2,10
10782526,10782525,10782525,10782526,10782517,10782527
0,0,0,0,0,0
0,0,1,2,-7,-7
4,5,5,6,-3,-3
5491653,4683388,6236486,10782511,3120858,4622142
5,6,3,2,-3,-3
0,0,0,0,0,0
5,6,3,4,-3,-5
5486171,10782517,5230631,2048681,5023408,7392866
3,6,4,5,-4,-4
0,1,-1,2,-7,-7
0,0,0,0,0,0
6996809,6140994,4366778,10782511,5052218,5051951
8,7,9,10,0,0
10,10,11,12,2,2
9,7,8,10,0,0
10757967,10740550,10745970,10782134,10747229,10727092
4,4,2,11,0,0
8,15,8,11,2,2
0,11,6,8,-1,-1
10776378,10736893,10772505,10782526,10768798,10772433
